test_id,q1_skills,q3_answer,q4_worklife,q5_neg,rec1,match1%,rec2,match2%,rec3,match3%,rec4,match4%,rec5,match5%
"191 — Finance (+Writing)","წ.+ანალ.+მათ.","ეკ-ფინ.","სტაბ.+მ.ხ.","ფიზ.","ფინანსები / ეკონ.",64,"ბიზ. ადმინისტ.",33,"სამართალი",26,"მონაცემები / სტატ. / AI",22,"მექატრონიკა / რობოტიკა",20
"192 — Finance (+Econ)","მათ.+ლოგ.+ანალ.","ეკ-ანალ.","მ.ხ.+დ.მ.","-","ფინანსები / ეკონ.",64,"მონაცემები / სტატ. / AI",47,"პროგრამული ინჟინ. / IT",36,"კიბერუსაფრთხოება",26,"საბუნ. მეცნ.",23
"193 — Marketing (Core)","შემ.+კომ.+გაყ.","ეკ-მარკ.","ადამ.+კრეატ.","რუტ.","მარკეტინგი / PR",73,"ტურიზმი / სტუმ.",19,"დიზაინი / სახ. ხელ.",19,"არქიტექტურა",18,"მუსიკა / თეატ. / კინო",18
"194 — Marketing (BizPath)","შემ.+კომ.+გაყ.","ბიზ-მარკ.","კრეატ.+ადამ.","რუტ.","მარკეტინგი / PR",73,"ტურიზმი / სტუმ.",19,"დიზაინი / სახ. ხელ.",19,"არქიტექტურა",18,"მუსიკა / თეატ. / კინო",18
"195 — Marketing (Advertising)","შემ.+კომ.+ხ.ხ.","მდ-რეკ.","კრეატ.+ადამ.","რუტ.","მარკეტინგი / PR",66,"დიზაინი / სახ. ხელ.",35,"მუსიკა / თეატ. / კინო",24,"არქიტექტურა",23,"ჟურნალისტ. / მედია",19
"196 — Marketing (PR)","კომ.+წ.+შემ.","მდ-PR","ადამ.+კრეატ.","რუტ.","მარკეტინგი / PR",64,"ჟურნალისტ. / მედია",28,"დიზაინი / სახ. ხელ.",19,"არქიტექტურა",18,"მუსიკა / თეატ. / კინო",18
"197 — Marketing (Content)","წ.+შემ.+კომ.","მდ-სტრ.","კრეატ.+დ.მ.","რუტ.","მარკეტინგი / PR",62,"დიზაინი / სახ. ხელ.",28,"ჟურნალისტ. / მედია",21,"არქიტექტურა",18,"მუსიკა / თეატ. / კინო",18
"198 — Marketing (SocialMed)","შემ.+კომ.+პრეზ.","მდ-სოც.","კრეატ.+ადამ.","რუტ.","მარკეტინგი / PR",49,"ჟურნალისტ. / მედია",45,"დიზაინი / სახ. ხელ.",19,"არქიტექტურა",18,"მუსიკა / თეატ. / კინო",18
"199 — Marketing (+Analysis)","ანალ.+კომ.+შემ.","ეკ-მარკ.","მ.ხ.+ადამ.","-","მარკეტინგი / PR",57,"ბიზ. ადმინისტ.",27,"მედიცინა",22,"სამართალი",19,"ფინანსები / ეკონ.",18
"200 — Marketing (Tourism path)","კომ.+შემ.+ორგ.","ეკ-მარკ.","ადამ.+საერთ.","რუტ.","მარკეტინგი / PR",57,"ტურიზმი / სტუმ.",32,"ბიზ. ადმინისტ.",23,"ჟურნალისტ. / მედია",16,"საერთ. ურთ. / პოლიტ.",15
"201 — IntlRel (Core)","ენ.+კომ.+ლიდ.","სოც-საერთ.","საერთ.+ლიდ.","-","საერთ. ურთ. / პოლიტ.",75,"სამართალი",31,"ბიზ. ადმინისტ.",31,"ტურიზმი / სტუმ.",21,"ენები / ლინგვ.",19
"202 — IntlRel (Diplomat)","ენ.+კომ.+წ.","სოც-დიპლ.","საერთ.+ლიდ.","რუტ.","საერთ. ურთ. / პოლიტ.",69,"ენები / ლინგვ.",41,"ტურიზმი / სტუმ.",21,"ბიზ. ადმინისტ.",16,"სამართალი",15
"203 — IntlRel (PolAnalyst)","წ.+ანალ.+კომ.","სოც-პოლ.","ლიდ.+საერთ.","-","საერთ. ურთ. / პოლიტ.",68,"სამართალი",27,"ბიზ. ადმინისტ.",24,"ენები / ლინგვ.",18,"ტურიზმი / სტუმ.",17
"204 — IntlRel (PubAdmin)","ლიდ.+ორგ.+ანალ.","სახ-საჯ.","ლიდ.+სტაბ.","-","საერთ. ურთ. / პოლიტ.",61,"სამართალი",43,"ბიზ. ადმინისტ.",33,"საზ. ჯანდაცვა",17,"ექთნობა / მედდა",17
"205 — IntlRel (StateDipl)","ენ.+ლიდ.+კომ.","სახ-დიპლ.","საერთ.+ლიდ.","-","საერთ. ურთ. / პოლიტ.",75,"ენები / ლინგვ.",33,"ბიზ. ადმინისტ.",31,"სამართალი",26,"ტურიზმი / სტუმ.",21
"206 — IntlRel (PolAnalysis2)","წ.+ანალ.+კვლ.","სახ-ანალ.","კვლ.+საერთ.","-","საერთ. ურთ. / პოლიტ.",56,"ჰუმანიტ. მეცნ.",30,"მონაცემები / სტატ. / AI",23,"საბუნ. მეცნ.",23,"ბიომედ. მეცნ.",19
"207 — IntlRel (Security)","ანალ.+ლოგ.+წ.","სამ-უ.მ.","სტაბ.+საერთ.","-","სამართალი",47,"საერთ. ურთ. / პოლიტ.",35,"ბიზ. ადმინისტ.",25,"ენები / ლინგვ.",18,"საზ. ჯანდაცვა",17
"208 — IntlRel (PubPolicy)","ანალ.+წ.+კომ.","სოც-საჯ.","ლიდ.+სტაბ.","-","საერთ. ურთ. / პოლიტ.",55,"სამართალი",37,"ბიზ. ადმინისტ.",25,"საზ. ჯანდაცვა",17,"სოციალური მუშ.",15
"209 — IntlRel (GovMgmt)","ორგ.+ლიდ.+ანალ.","სახ-მ.","ლიდ.+სტაბ.","-","საერთ. ურთ. / პოლიტ.",55,"სამართალი",43,"ბიზ. ადმინისტ.",42,"საზ. ჯანდაცვა",17,"ექთნობა / მედდა",17
"210 — Education (Child)","დახ.+შემ.+კომ.","ბავ-სკ.","ადამ.+სტაბ.","ოფ.","განათლება / პედ.",69,"ფსიქოლოგია",32,"ექთნობა / მედდა",29,"სოციალური მუშ.",26,"მარკეტინგი / PR",18
"211 — Education (EduChild)","დახ.+კომ.+შემ.","სწ-ბავ.","ადამ.+სტაბ.","-","განათლება / პედ.",69,"ფსიქოლოგია",32,"ექთნობა / მედდა",29,"სოციალური მუშ.",26,"მარკეტინგი / PR",18
"212 — Education (SpecEduc)","დახ.+კომ.+ორგ.","ბავ-სპეც.","ადამ.+დახ.","-","განათლება / პედ.",71,"ფსიქოლოგია",47,"სოციალური მუშ.",42,"ექთნობა / მედდა",34,"მედიცინა",28
"213 — Education (Mgmt)","ლიდ.+ორგ.+ანალ.","ბავ-მართ.","ლიდ.+სტაბ.","-","განათლება / პედ.",55,"ბიზ. ადმინისტ.",47,"სამართალი",29,"საერთ. ურთ. / პოლიტ.",22,"საზ. ჯანდაცვა",17
"214 — Education (EdPsych)","დახ.+ანალ.+ორგ.","სწ-სასწ.ფს.","ადამ.+დახ.","ფიზ.","ფსიქოლოგია",70,"განათლება / პედ.",48,"სოციალური მუშ.",39,"ექთნობა / მედდა",34,"მედიცინა",28
"215 — Education (EdTech)","პროგ.+ორგ.+კომ.","სწ-ტექ.","სტაბ.+დ.მ.","-","განათლება / პედ.",55,"ბიზნეს-ინფ. სისტემები",33,"ბიზ. ადმინისტ.",19,"პროგრამული ინჟინ. / IT",18,"მონაცემები / სტატ. / AI",17
"216 — Education (LangTeach)","ენ.+კომ.+დახ.","სწ-ენ.","ადამ.+სტაბ.","-","განათლება / პედ.",46,"ენები / ლინგვ.",46,"ექთნობა / მედდა",29,"ტურიზმი / სტუმ.",19,"ფსიქოლოგია",18
"217 — Education (+Creativity)","შემ.+კომ.+დახ.","ბავ-სკ.","კრეატ.+ადამ.","-","განათლება / პედ.",57,"ფსიქოლოგია",32,"მარკეტინგი / PR",27,"სოციალური მუშ.",26,"დიზაინი / სახ. ხელ.",19
"218 — Education (InfEduc)","დახ.+ორგ.+კომ.","ბავ-ინფ.","ადამ.+სტაბ.","-","განათლება / პედ.",74,"ექთნობა / მედდა",33,"სოციალური მუშ.",31,"ბიზ. ადმინისტ.",19,"ტურიზმი / სტუმ.",19
"219 — Education (+Research)","კვლ.+დახ.+ანალ.","სწ-ბავ.","კვლ.+სტაბ.","-","განათლება / პედ.",57,"ფარმაცია",27,"საზ. ჯანდაცვა",24,"მონაცემები / სტატ. / AI",23,"საბუნ. მეცნ.",23
"220 — Humanities (History)","წ.+კვლ.+ანალ.","ისტ-ისტ.","კვლ.+დ.მ.","ფიზ.","ჰუმანიტ. მეცნ.",68,"მონაცემები / სტატ. / AI",35,"საბუნ. მეცნ.",32,"ბიომედ. მეცნ.",19,"ფარმაცია",17
"221 — Humanities (Archaeol)","კვლ.+ანალ.+ხ.+ტ.","ისტ-არქ.","კვლ.+აქტ.","-","ჰუმანიტ. მეცნ.",53,"საბუნ. მეცნ.",32,"მონაცემები / სტატ. / AI",23,"ბიომედ. მეცნ.",19,"მედიცინა",19
"222 — Humanities (CultHerit)","წ.+კვლ.+შემ.","ისტ-კულტ.","კვლ.+დ.მ.","-","ჰუმანიტ. მეცნ.",68,"მონაცემები / სტატ. / AI",29,"საბუნ. მეცნ.",28,"ბიომედ. მეცნ.",19,"ენები / ლინგვ.",17
"223 — Humanities (Museums)","წ.+კვლ.+ხ.ხ.","ისტ-მუზ.","კვლ.+დ.მ.","-","ჰუმანიტ. მეცნ.",68,"მონაცემები / სტატ. / AI",29,"საბუნ. მეცნ.",28,"ბიომედ. მეცნ.",19,"ფარმაცია",17
"224 — Humanities (Anthropol)","კვლ.+წ.+ანალ.","ისტ-ანთ.","კვლ.+დ.მ.","-","ჰუმანიტ. მეცნ.",68,"მონაცემები / სტატ. / AI",35,"საბუნ. მეცნ.",32,"ბიომედ. მეცნ.",19,"ფარმაცია",17
"225 — Humanities (Religion)","წ.+კვლ.+ანალ.","ისტ-რელ.","კვლ.+დ.მ.","-","ჰუმანიტ. მეცნ.",68,"მონაცემები / სტატ. / AI",35,"საბუნ. მეცნ.",32,"ბიომედ. მეცნ.",19,"ფარმაცია",17
"226 — Humanities (Ethics)","წ.+ანალ.+კვლ.","ფილ-ეთ.","კვლ.+დ.მ.","ფიზ.","ჰუმანიტ. მეცნ.",68,"მონაცემები / სტატ. / AI",35,"საბუნ. მეცნ.",32,"ბიომედ. მეცნ.",19,"ფარმაცია",17
"227 — Humanities (Philosophy)","წ.+ანალ.+კვლ.","ფილ-ფილ.","კვლ.+დ.მ.","ფიზ.","ჰუმანიტ. მეცნ.",68,"მონაცემები / სტატ. / AI",35,"საბუნ. მეცნ.",32,"ბიომედ. მეცნ.",19,"ფარმაცია",17
"228 — Humanities (ReligStud)","წ.+კვლ.+ანალ.","ფილ-რელ.","კვლ.+დ.მ.","-","ჰუმანიტ. მეცნ.",68,"მონაცემები / სტატ. / AI",35,"საბუნ. მეცნ.",32,"ბიომედ. მეცნ.",19,"ფარმაცია",17
"229 — Humanities (SocialIdea)","წ.+ანალ.+კომ.","ფილ-საზ.","კვლ.+დ.მ.","ფიზ.","ჰუმანიტ. მეცნ.",54,"მონაცემები / სტატ. / AI",29,"საბუნ. მეცნ.",25,"სოციალური მუშ.",16,"ბიომედ. მეცნ.",15
"230 — Journalism (Core)","წ.+კომ.+შემ.","ტექ-ჟურნ.","ადამ.+კრეატ.","რუტ.","ჟურნალისტ. / მედია",51,"მარკეტინგი / PR",31,"დიზაინი / სახ. ხელ.",19,"არქიტექტურა",18,"ჰუმანიტ. მეცნ.",18
"231 — Journalism (Media)","წ.+კომ.+შემ.","მდ-ჟურნ.","ადამ.+კრეატ.","რუტ.","ჟურნალისტ. / მედია",51,"მარკეტინგი / PR",31,"დიზაინი / სახ. ხელ.",19,"არქიტექტურა",18,"ჰუმანიტ. მეცნ.",18
"232 — Journalism (TV)","კომ.+პრეზ.+შემ.","მდ-ტელ.","კრეატ.+ადამ.","რუტ.","ჟურნალისტ. / მედია",45,"მუსიკა / თეატ. / კინო",34,"მარკეტინგი / PR",33,"დიზაინი / სახ. ხელ.",19,"არქიტექტურა",18
"233 — Journalism (Content)","წ.+შემ.+კომ.","ტექ-კონტ.","კრეატ.+დ.მ.","რუტ.","ჟურნალისტ. / მედია",46,"მარკეტინგი / PR",39,"დიზაინი / სახ. ხელ.",28,"ჰუმანიტ. მეცნ.",23,"არქიტექტურა",18
"234 — Journalism (Editing)","წ.+ანალ.+შემ.","ტექ-რედ.","დ.მ.+კრეატ.","რუტ.","ჰუმანიტ. მეცნ.",53,"დიზაინი / სახ. ხელ.",28,"ჟურნალისტ. / მედია",20,"არქიტექტურა",18,"მუსიკა / თეატ. / კინო",18
"235 — Journalism (CreativeW)","წ.+შემ.+ანალ.","ტექ-კრ.წ.","კრეატ.+დ.მ.","რუტ.","ჰუმანიტ. მეცნ.",48,"მუსიკა / თეატ. / კინო",34,"დიზაინი / სახ. ხელ.",28,"არქიტექტურა",18,"მონაცემები / სტატ. / AI",17
"236 — Journalism (LitAnalys)","წ.+ანალ.+კვლ.","ტექ-ლიტ.","კვლ.+დ.მ.","ფიზ.","ჰუმანიტ. მეცნ.",68,"მონაცემები / სტატ. / AI",35,"საბუნ. მეცნ.",32,"ენები / ლინგვ.",21,"ბიომედ. მეცნ.",19
"237 — Journalism (+PRPath)","კომ.+წ.+შემ.","მდ-PR","ადამ.+კრეატ.","რუტ.","მარკეტინგი / PR",64,"ჟურნალისტ. / მედია",28,"დიზაინი / სახ. ხელ.",19,"არქიტექტურა",18,"მუსიკა / თეატ. / კინო",18
"238 — Languages (Linguistics)","ენ.+წ.+ანალ.","სწ-ლინგ.","საერთ.+კვლ.","-","ენები / ლინგვ.",64,"ჰუმანიტ. მეცნ.",36,"საერთ. ურთ. / პოლიტ.",23,"მონაცემები / სტატ. / AI",17,"ტურიზმი / სტუმ.",17
"239 — Languages (AppLing)","ენ.+ანალ.+წ.","სწ-გამ.ლ.","საერთ.+კვლ.","-","ენები / ლინგვ.",58,"საერთ. ურთ. / პოლიტ.",23,"ჰუმანიტ. მეცნ.",20,"მონაცემები / სტატ. / AI",17,"ტურიზმი / სტუმ.",17
"240 — Languages (Translation)","ენ.+წ.+ანალ.","ტექ-თარგ.","საერთ.+დ.მ.","-","ენები / ლინგვ.",64,"ჰუმანიტ. მეცნ.",31,"საერთ. ურთ. / პოლიტ.",23,"მონაცემები / სტატ. / AI",17,"ტურიზმი / სტუმ.",17
"241 — Languages (LangTeach)","ენ.+კომ.+დახ.","სწ-ენ.","ადამ.+საერთ.","-","ენები / ლინგვ.",58,"განათლება / პედ.",34,"ტურიზმი / სტუმ.",32,"ფსიქოლოგია",18,"საერთ. ურთ. / პოლიტ.",18
"242 — Languages (Diplomacy)","ენ.+კომ.+წ.","სოც-დიპლ.","საერთ.+ლიდ.","რუტ.","საერთ. ურთ. / პოლიტ.",69,"ენები / ლინგვ.",41,"ტურიზმი / სტუმ.",21,"ბიზ. ადმინისტ.",16,"სამართალი",15
"243 — Languages (CultTour)","ენ.+კომ.+ორგ.","ტ-კ.ტ.","საერთ.+ადამ.","რუტ.","ტურიზმი / სტუმ.",70,"ჰუმანიტ. მეცნ.",22,"ენები / ლინგვ.",19,"საერთ. ურთ. / პოლიტ.",18,"მარკეტინგი / PR",15
"244 — Languages (+Creative)","ენ.+წ.+შემ.","ტექ-თარგ.","კრეატ.+საერთ.","-","ენები / ლინგვ.",64,"ჰუმანიტ. მეცნ.",23,"დიზაინი / სახ. ხელ.",19,"არქიტექტურა",18,"საერთ. ურთ. / პოლიტ.",18
"245 — Languages (IntlBiz)","ენ.+ორგ.+კომ.","ეკ-საერთ.","საერთ.+მ.ხ.","-","საერთ. ურთ. / პოლიტ.",57,"ბიზ. ადმინისტ.",41,"ტურიზმი / სტუმ.",26,"ფინანსები / ეკონ.",21,"ენები / ლინგვ.",19
"246 — NaturalSci (Biology)","კვლ.+ზ.მეცნ.+ანალ.","ბუნ-ბიოლ.","კვლ.+დ.მ.","ად.კ.","საბუნ. მეცნ.",78,"ბიომედ. მეცნ.",41,"მონაცემები / სტატ. / AI",35,"ფარმაცია",22,"ჰუმანიტ. მეცნ.",22
"247 — NaturalSci (Chemistry)","ზ.მეცნ.+კვლ.+ანალ.","ბუნ-ქიმ.","კვლ.+დ.მ.","-","საბუნ. მეცნ.",78,"ფარმაცია",36,"მონაცემები / სტატ. / AI",35,"ბიომედ. მეცნ.",35,"ჰუმანიტ. მეცნ.",22
"248 — NaturalSci (Physics)","მათ.+ზ.მეცნ.+კვლ.","ბუნ-ფიზ.","კვლ.+დ.მ.","ად.კ.","საბუნ. მეცნ.",80,"მონაცემები / სტატ. / AI",45,"ფარმაცია",26,"ბიომედ. მეცნ.",25,"ჰუმანიტ. მეცნ.",22
"249 — NaturalSci (NatEnv)","კვლ.+ზ.მეცნ.+ანალ.","ბუნ-გარ.","კვლ.+აქტ.","-","საბუნ. მეცნ.",61,"გარემ. / ქიმ. ინჟინ.",34,"ბიომედ. მეცნ.",25,"მედიცინა",24,"მონაცემები / სტატ. / AI",23
"250 — NaturalSci (Genetics)","კვლ.+ზ.მეცნ.+ანალ.","ბუნ-გენ.","კვლ.+დ.მ.","ად.კ.","ბიომედ. მეცნ.",64,"საბუნ. მეცნ.",54,"მონაცემები / სტატ. / AI",35,"ფარმაცია",32,"ჰუმანიტ. მეცნ.",22
"251 — NaturalSci (Geography)","კვლ.+ზ.მეცნ.+ანალ.","ბუნ-გეოლ.","კვლ.+აქტ.","-","საბუნ. მეცნ.",69,"ბიომედ. მეცნ.",25,"მედიცინა",24,"მონაცემები / სტატ. / AI",23,"ფარმაცია",22
"252 — NaturalSci (+Math)","მათ.+კვლ.+ზ.მეცნ.","ბუნ-ფიზ.","კვლ.+დ.მ.","ად.კ.","საბუნ. მეცნ.",80,"მონაცემები / სტატ. / AI",45,"ფარმაცია",26,"ბიომედ. მეცნ.",25,"ჰუმანიტ. მეცნ.",22
"253 — NaturalSci (AcadPath)","კვლ.+წ.+ანალ.","ფილ-აკად.","კვლ.+დ.მ.","ფიზ.","ჰუმანიტ. მეცნ.",68,"მონაცემები / სტატ. / AI",35,"საბუნ. მეცნ.",32,"ბიომედ. მეცნ.",19,"ფარმაცია",17
"254 — NaturalSci (DataPath)","კვლ.+ანალ.+ზ.მეცნ.","DATA-კვლ.","კვლ.+დ.მ.","ად.კ.","საბუნ. მეცნ.",70,"მონაცემები / სტატ. / AI",50,"ჰუმანიტ. მეცნ.",31,"ბიომედ. მეცნ.",25,"ფარმაცია",22
"255 — Tourism (Manager)","ენ.+კომ.+ორგ.","ტ-ტ.","საერთ.+ადამ.","რუტ.","ტურიზმი / სტუმ.",76,"ენები / ლინგვ.",28,"ბიზ. ადმინისტ.",23,"საერთ. ურთ. / პოლიტ.",18,"მარკეტინგი / PR",15
"256 — Tourism (Hospitality)","კომ.+ორგ.+დახ.","ტ-სასტ.","ადამ.+საერთ.","რუტ.","ტურიზმი / სტუმ.",71,"ბიზ. ადმინისტ.",23,"ფსიქოლოგია",18,"მედიცინა",17,"სოციალური მუშ.",17
"257 — Tourism (EnvTour)","კვლ.+ზ.მეცნ.+კომ.","ტ-გ.კ.","აქტ.+საერთ.","-","საბუნ. მეცნ.",45,"სოფლ. მეურნ. / ვეტ.",26,"გარემ. / ქიმ. ინჟინ.",19,"მედიცინა",17,"ტურიზმი / სტუმ.",17
"258 — Tourism (CultTour)","ენ.+კომ.+წ.","ტ-კ.ტ.","საერთ.+ადამ.","რუტ.","ტურიზმი / სტუმ.",65,"ჰუმანიტ. მეცნ.",29,"ენები / ლინგვ.",25,"მარკეტინგი / PR",18,"საერთ. ურთ. / პოლიტ.",18
"259 — Tourism (GeoPath)","კვლ.+ანალ.+ზ.მეცნ.","ტ-გეოლ.","კვლ.+აქტ.","-","საბუნ. მეცნ.",69,"ბიომედ. მეცნ.",25,"მედიცინა",24,"მონაცემები / სტატ. / AI",23,"ფარმაცია",22
"260 — Tourism (Geography)","კვლ.+ანალ.+წ.","ტ-გეოგ.","კვლ.+აქტ.","-","საბუნ. მეცნ.",62,"მონაცემები / სტატ. / AI",23,"ჰუმანიტ. მეცნ.",21,"ბიომედ. მეცნ.",19,"მედიცინა",19
"261 — Tourism (IntlFocus)","ენ.+კომ.+ლიდ.","ტ-ტ.","საერთ.+ლიდ.","-","ტურიზმი / სტუმ.",60,"ბიზ. ადმინისტ.",45,"საერთ. ურთ. / პოლიტ.",36,"ენები / ლინგვ.",28,"სამართალი",17
"262 — Tourism (HotelMgmt)","ორგ.+ლიდ.+კომ.","ტ-სასტ.","ადამ.+სტაბ.","-","ტურიზმი / სტუმ.",58,"ბიზ. ადმინისტ.",40,"განათლება / პედ.",28,"ექთნობა / მედდა",27,"სამართალი",19
"263 — Sports (Coach)","სპ.+ლიდ.+კომ.","სპ-მწვ.","აქტ.+ადამ.","ოფ.","სპორტი / ფიზ. განათ.",62,"ფიზიოთერაპია",28,"განათლება / პედ.",25,"მედიცინა",17,"მარკეტინგი / PR",15
"264 — Sports (SportsSci)","სპ.+კვლ.+ზ.მეცნ.","სპ-მეც.","კვლ.+აქტ.","ოფ.","სპორტი / ფიზ. განათ.",58,"საბუნ. მეცნ.",40,"ფიზიოთერაპია",27,"ბიომედ. მეცნ.",25,"მედიცინა",24
"265 — Sports (FitnessInstr)","სპ.+კომ.+დახ.","სპ-ფ.ი.","აქტ.+ადამ.","ოფ.","სპორტი / ფიზ. განათ.",58,"ფიზიოთერაპია",47,"მედიცინა",24,"ფსიქოლოგია",18,"განათლება / პედ.",18
"266 — Sports (Mgmt)","ორგ.+ლიდ.+კომ.","სპ-მართ.","ლიდ.+აქტ.","-","სპორტი / ფიზ. განათ.",55,"ბიზ. ადმინისტ.",47,"სამართალი",17,"საერთ. ურთ. / პოლიტ.",17,"ტურიზმი / სტუმ.",17
"267 — Sports (MedPath)","სპ.+დახ.+ზ.მეცნ.","სპ-მედ.","აქტ.+ადამ.","ოფ.","ფიზიოთერაპია",50,"სპორტი / ფიზ. განათ.",50,"მედიცინა",47,"ფსიქოლოგია",18,"განათლება / პედ.",18
"268 — Sports (PhysioPath)","სპ.+დახ.+ხ.+ტ.","სპ-ფ.თ.","აქტ.+დახ.","ოფ.","ფიზიოთერაპია",74,"სპორტი / ფიზ. განათ.",37,"მედიცინა",33,"ექთნობა / მედდა",19,"ფსიქოლოგია",19
"269 — Sports (no office+rut)","სპ.+ლიდ.+დახ.","სპ-მწვ.","ადამ.+აქტ.","ოფ.+რუტ.","სპორტი / ფიზ. განათ.",62,"ფიზიოთერაპია",33,"მედიცინა",24,"განათლება / პედ.",23,"ფსიქოლოგია",18
"270 — Sports (SciResearch)","კვლ.+სპ.+ანალ.","სპ-მეც.","კვლ.+აქტ.","-","სპორტი / ფიზ. განათ.",58,"საბუნ. მეცნ.",37,"ფიზიოთერაპია",27,"მონაცემები / სტატ. / AI",23,"ბიომედ. მეცნ.",19
"271 — Agri (Vet)","ზ.მეცნ.+ხ.+ტ.+კვლ.","ბუნ-ვეტ.","აქტ.+კვლ.","ოფ.+მკ.წ.","სოფლ. მეურნ. / ვეტ.",51,"საბუნ. მეცნ.",40,"ბიომედ. მეცნ.",25,"ფარმაცია",22,"მედიცინა",20
"272 — Agri (Agronomy)","ზ.მეცნ.+კვლ.+ხ.+ტ.","ბუნ-აგრ.","აქტ.+კვლ.","ოფ.","სოფლ. მეურნ. / ვეტ.",51,"საბუნ. მეცნ.",40,"ბიომედ. მეცნ.",25,"მედიცინა",24,"ფარმაცია",22
"273 — Agri (Forestry)","კვლ.+ზ.მეცნ.+ხ.+ტ.","ბუნ-ტყ.","აქტ.+კვლ.","ოფ.","სოფლ. მეურნ. / ვეტ.",51,"საბუნ. მეცნ.",40,"ბიომედ. მეცნ.",25,"მედიცინა",24,"ფარმაცია",22
"274 — Agri (AnimalSci)","ზ.მეცნ.+ხ.+ტ.+დახ.","ბუნ-ც.მ.","აქტ.+ადამ.","ოფ.","სოფლ. მეურნ. / ვეტ.",51,"მედიცინა",29,"ფიზიოთერაპია",28,"საბუნ. მეცნ.",20,"ფსიქოლოგია",18
"275 — Agri (Ecology)","კვლ.+ზ.მეცნ.+ანალ.","ბუნ-ეკ.","კვლ.+აქტ.","-","საბუნ. მეცნ.",63,"გარემ. / ქიმ. ინჟინ.",27,"სოფლ. მეურნ. / ვეტ.",26,"ბიომედ. მეცნ.",25,"მედიცინა",24
"276 — Agri (NatProtect)","კვლ.+ზ.მეცნ.+ხ.+ტ.","ბუნ-გ.დ.","აქტ.+კვლ.","-","საბუნ. მეცნ.",59,"სოფლ. მეურნ. / ვეტ.",30,"გარემ. / ქიმ. ინჟინ.",27,"ბიომედ. მეცნ.",25,"მედიცინა",24
"277 — Agri (Vet2)","ხ.+ტ.+ზ.მეცნ.+დახ.","ბუნ-ვეტ.","აქტ.+კვლ.","ოფ.","სოფლ. მეურნ. / ვეტ.",51,"მედიცინა",34,"საბუნ. მეცნ.",33,"ბიომედ. მეცნ.",19,"გარემ. / ქიმ. ინჟინ.",18
"278 — Agri (AgroResearch)","კვლ.+ანალ.+ზ.მეცნ.","ბუნ-აგრ.","კვლ.+აქტ.","-","სოფლ. მეურნ. / ვეტ.",48,"საბუნ. მეცნ.",44,"ბიომედ. მეცნ.",25,"მედიცინა",24,"მონაცემები / სტატ. / AI",23
"279 — Design (UI/UX)","შემ.+ხ.ხ.+პროგ.","კრ-UI/UX","კრეატ.+დ.მ.","რუტ.","დიზაინი / სახ. ხელ.",74,"პროგრამული ინჟინ. / IT",32,"მუსიკა / თეატ. / კინო",24,"არქიტექტურა",23,"მონაცემები / სტატ. / AI",17
"280 — Design (Graphic)","შემ.+ხ.ხ.+პრეზ.","გრ-ბრ.","კრეატ.+დ.მ.","რუტ.","დიზაინი / სახ. ხელ.",74,"მარკეტინგი / PR",32,"მუსიკა / თეატ. / კინო",24,"არქიტექტურა",23,"მონაცემები / სტატ. / AI",15
"281 — Design (Illustration)","შემ.+ხ.ხ.+ხ.+ტ.","გრ-ილ.","კრეატ.+დ.მ.","რუტ.","დიზაინი / სახ. ხელ.",74,"მუსიკა / თეატ. / კინო",24,"არქიტექტურა",23,"მარკეტინგი / PR",15,"მონაცემები / სტატ. / AI",15
"282 — Design (Motion)","შემ.+ხ.ხ.+პროგ.","გრ-მოშ.","კრეატ.+დ.მ.","რუტ.","დიზაინი / სახ. ხელ.",74,"მუსიკა / თეატ. / კინო",38,"არქიტექტურა",23,"პროგრამული ინჟინ. / IT",18,"მონაცემები / სტატ. / AI",17
"283 — Design (Packaging)","შემ.+ხ.ხ.+ორგ.","გრ-შ.დ.","კრეატ.+მ.ხ.","რუტ.","დიზაინი / სახ. ხელ.",65,"მუსიკა / თეატ. / კინო",24,"არქიტექტურა",23,"მარკეტინგი / PR",15,"პროგრამული ინჟინ. / IT",15
"284 — Design (Fashion)","შემ.+ხ.ხ.+ორგ.","მოდ-დ.","კრეატ.+დ.მ.","რუტ.","დიზაინი / სახ. ხელ.",74,"მუსიკა / თეატ. / კინო",24,"არქიტექტურა",23,"მარკეტინგი / PR",15,"მონაცემები / სტატ. / AI",15
"285 — Design (FashionStyl)","შემ.+ხ.ხ.+კომ.","მოდ-სტ.","კრეატ.+ადამ.","რუტ.","დიზაინი / სახ. ხელ.",65,"მარკეტინგი / PR",37,"მუსიკა / თეატ. / კინო",24,"არქიტექტურა",23,"ტურიზმი / სტუმ.",15
"286 — Design (Interior)","შემ.+ხ.ხ.+ორგ.","შენ-ინტ.","კრეატ.+მ.ხ.","-","დიზაინი / სახ. ხელ.",59,"არქიტექტურა",43,"მუსიკა / თეატ. / კინო",24,"ბიზ. ადმინისტ.",15,"ფინანსები / ეკონ.",15
"287 — Design (Product)","შემ.+ხ.ხ.+ხ.+ტ.","კრ-პ.დ.","კრეატ.+მ.ხ.","-","დიზაინი / სახ. ხელ.",65,"პროგრამული ინჟინ. / IT",25,"მუსიკა / თეატ. / კინო",24,"არქიტექტურა",23,"მექ. ინჟინერია",16
